id;username;Country;Global Ranking;Country Ranking;pp;Level;Medals;Total Play Time;Followers;Mapping Subscribers;Joined;Plays With;Forum Posts;Comments;Ranked Score;Hit Accuracy;Play Count;Total Score;Total Hits;Maximum Combo;Replays Watched by Others;XH_count;X_count;SH_count;S_count;A_count;url
569;Mecer;Brazil;-;-;0;14;0;9;1;0;2007-09-30T18:11:33.000Z;Mouse, Tablet;0;0;8630366;0,9384;272;21176916;13551;244;0;0;1;1;5;14;https://osu.ppy.sh/users/569/osu
578;generalconvo;United States;-;-;0;0;0;2;1;0;2007-09-30T23:01:34.000Z;;28;0;4381119;0,8645;63;9091498;2027;0;0;0;0;0;2;5;https://osu.ppy.sh/users/578/osu
580;gumpest;Australia;-;-;0;14;0;4;0;0;2007-09-30T23:08:20.000Z;;0;0;11007690;0,8492;123;20507660;4166;414;1;0;1;0;0;4;https://osu.ppy.sh/users/580/osu
586;TiZ;United States;-;-;0;0;2;119;12;2;2007-10-01T01:17:08.000Z;;134;0;397863679;0,9643;3293;1284979443;60683;0;8;0;10;0;116;97;https://osu.ppy.sh/users/586/osu
591;lalala_old;Spain;-;-;0;0;0;7;1;0;2007-10-01T11:45:43.000Z;;0;0;7692368;0,7654;199;31533745;23821;0;0;0;0;0;0;1;https://osu.ppy.sh/users/591/osu
593;yuching;Hong Kong;-;-;0;68;34;119;2;1;2007-10-01T12:29:41.000Z;Keyboard, Tablet;22;0;795485286;0,9312;4269;2146621771;881153;851;7;1;7;5;66;235;https://osu.ppy.sh/users/593/osu
598;Etchan_old;United States;-;-;0;0;0;12;2;0;2007-10-01T16:49:20.000Z;;4;0;16317592;0,9097;345;65114388;0;0;14;0;1;0;1;6;https://osu.ppy.sh/users/598/osu
599;V-DecK;United Kingdom;-;-;0;19;0;6;0;0;2007-10-01T17:41:11.000Z;Mouse;0;0;14657629;0,9278;160;49316613;1475;140;3;0;0;0;5;14;https://osu.ppy.sh/users/599/osu
602;Hitoshirenu Shourai;United States;-;-;0;65;10;102;408;68;2007-10-01T18:15:06.000Z;Mouse;990;276;1260364837;0,9824;3119;1849750195;230093;949;922;58;97;260;385;511;https://osu.ppy.sh/users/602/osu
605;Colink;France;-;-;0;87;18;120;35;0;2007-10-01T19:58:18.000Z;Mouse, Keyboard;0;0;1689128364;0,9491;621;4512560086;1472557;1179;0;0;13;2;149;541;https://osu.ppy.sh/users/605/osu
606;Dilt_old;United States;-;-;0;0;0;3;0;0;2007-10-01T20:24:37.000Z;;0;0;2819606;0,8677;82;13707576;0;0;6;0;0;0;0;3;https://osu.ppy.sh/users/606/osu
609;Darushi_old;United States;-;-;0;10;0;1.43;2;0;2007-10-02T01:56:25.000Z;;19;0;5049538;0,8765;40;8247478;3307;0;3;0;0;0;2;6;https://osu.ppy.sh/users/609/osu
612;RemmyX25;United States;-;-;0;89;28;222;230;13;2007-10-02T06:37:45.000Z;Mouse, Keyboard;3087;7;1946774843;0,9691;8714;4710190412;1287033;875;28;0;49;4;384;440;https://osu.ppy.sh/users/612/osu
615;mark;United States;-;-;0;12;0;1.37;2;0;2007-10-02T17:51:09.000Z;;0;0;7713214;0,8646;59;12590656;7789;336;0;0;0;0;0;9;https://osu.ppy.sh/users/615/osu
617;vitnu_old;Thailand;-;-;0;0;0;14;3;0;2007-10-02T18:51:12.000Z;;0;0;2963564;0,7539;386;76114105;0;0;177;0;0;0;1;1;https://osu.ppy.sh/users/617/osu
624;CharlesZ_old;Thailand;-;-;0;0;0;0.72;1;0;2007-10-03T00:22:43.000Z;;0;0;1280016;0,9226;20;1872638;1216;0;0;0;0;0;0;3;https://osu.ppy.sh/users/624/osu
627;Asho_old;Mexico;-;-;0;16;0;5;2;0;2007-10-03T00:47:40.000Z;;10;0;12417952;0,9147;149;29520072;1927;299;1;0;0;1;8;6;https://osu.ppy.sh/users/627/osu
632;rcxAsh;Canada;-;-;0;11;0;1.18;0;0;2007-10-03T03:47:38.000Z;Touch Screen;0;0;6033076;0,8315;56;9525420;7249;295;0;0;0;0;0;1;https://osu.ppy.sh/users/632/osu
633;ujumg;Thailand;-;-;0;13;0;4;0;0;2007-10-03T04:09:03.000Z;;2;0;9227010;0,8938;111;14208130;6265;259;7;0;0;0;6;17;https://osu.ppy.sh/users/633/osu
643;felix123_old;New Zealand;-;-;0;0;0;0.97;0;0;2007-10-03T08:00:07.000Z;;10;0;907036;0,7363;27;1613978;2841;0;0;0;0;0;0;1;https://osu.ppy.sh/users/643/osu
647;zero62;Thailand;-;-;0;1;0;0.0;0;0;2007-10-03T11:40:31.000Z;;0;0;0;0;1;10394;19;0;0;0;0;0;0;0;https://osu.ppy.sh/users/647/osu
652;[Kaichu]Senki!;Thailand;-;-;0;0;0;0.22;4;2;2007-10-03T12:26:47.000Z;;0;0;188434;0,7226;6;863863;840;0;1;0;0;0;0;0;https://osu.ppy.sh/users/652/osu
655;cortana101;Australia;-;-;0;16;3;3;0;0;2007-10-03T12:51:33.000Z;;0;0;7660796;0,8777;67;29326292;6226;296;1;0;0;0;0;4;https://osu.ppy.sh/users/655/osu
656;Acerlyte;Australia;-;-;0;10;0;3;0;0;2007-10-03T13:49:47.000Z;;1;0;3506520;0,886;87;6875778;2433;132;0;0;0;0;4;6;https://osu.ppy.sh/users/656/osu
660;USBline;Russian Federation;-;-;0;0;0;12;0;0;2007-10-03T19:41:48.000Z;;0;0;58882;0,8057;337;10735646;0;0;8;0;0;0;0;0;https://osu.ppy.sh/users/660/osu
663;GSR_old;United States;-;-;0;42;2;51;3;0;2007-10-03T21:32:29.000Z;;116;0;159684571;0,9549;142;491802346;976;383;146;1;3;0;39;46;https://osu.ppy.sh/users/663/osu
668;mewomega;United States;-;-;0;40;7;41;1;0;2007-10-04T01:32:04.000Z;Mouse;0;0;311819013;0,9538;1126;433926636;4404;408;4;0;29;0;222;214;https://osu.ppy.sh/users/668/osu
670;ChaseBenedict;United States;-;-;0;0;0;0.75;0;0;2007-10-04T02:41:55.000Z;;0;0;1989090;0,8628;21;5764637;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/670/osu
676;lumber_of_the_beast;United States;-;-;0;0;0;3;0;0;2007-10-04T08:39:17.000Z;;0;0;9217064;0,9009;96;17835670;0;0;0;0;0;0;4;7;https://osu.ppy.sh/users/676/osu
677;FFFanatic;Singapore;-;-;0;37;9;21;73;20;2007-10-04T09:37:28.000Z;Mouse, Keyboard;96;0;48008917;0,9914;1358;348178377;114312;732;5;23;1;10;9;9;https://osu.ppy.sh/users/677/osu
682;Detective Tuesday;United States;-;-;0;73;6;135;10;2;2007-10-04T18:41:43.000Z;Mouse;233;0;667391825;0,9898;4132;2670037663;42146;650;206;5;98;8;199;16;https://osu.ppy.sh/users/682/osu
687;danielcatu;Chile;-;-;0;15;1;10;1;0;2007-10-05T02:39:16.000Z;;1;0;11545294;0,792;303;21699398;29404;233;0;0;0;0;0;5;https://osu.ppy.sh/users/687/osu
690;whatsub;New Zealand;-;-;0;6;0;0.52;0;0;2007-10-05T03:56:04.000Z;;0;0;608476;0,7471;40;2008948;27;89;0;0;0;0;0;0;https://osu.ppy.sh/users/690/osu
701;SPROUT_old;United States;-;-;0;16;1;4;1;0;2007-10-05T05:03:10.000Z;;1;0;19424477;0,9031;164;27914680;26158;261;0;0;0;0;1;19;https://osu.ppy.sh/users/701/osu
707;bleachla;New Zealand;-;-;0;0;0;7;1;0;2007-10-05T05:15:38.000Z;;0;0;4342830;0,8057;183;20161424;0;0;10;0;0;0;0;0;https://osu.ppy.sh/users/707/osu
708;shutey;Australia;-;-;0;11;0;0.78;1;0;2007-10-05T05:35:35.000Z;;0;0;5321258;0,855;35;9004774;4733;438;0;0;0;0;1;2;https://osu.ppy.sh/users/708/osu
717;Nccl;Hong Kong;-;-;0;8;0;0.93;2;0;2007-10-05T12:53:00.000Z;;0;0;1889428;0,8557;37;3346721;3394;184;0;0;0;0;0;4;https://osu.ppy.sh/users/717/osu
724;RadioShadow;United Kingdom;-;-;0;0;0;11;0;1;2007-10-05T17:49:48.000Z;;46;0;5519729;0,8866;309;24950088;0;0;0;0;0;0;3;8;https://osu.ppy.sh/users/724/osu
728;protoalex;United States;-;-;0;0;1;1.33;2;0;2007-10-05T22:05:22.000Z;;13;0;5434774;0,7551;37;5655911;8235;0;0;0;0;0;0;1;https://osu.ppy.sh/users/728/osu
734;ace_zeta;Hong Kong;-;-;0;0;0;3;0;0;2007-10-06T02:20:31.000Z;;0;0;3322194;0,8265;95;17102778;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/734/osu
739;Gilrad;United States;-;-;0;34;1;46;1;1;2007-10-06T03:46:35.000Z;;111;0;113103495;0,9424;1288;265886203;10562;245;7;0;1;0;25;64;https://osu.ppy.sh/users/739/osu
749;Eques_old;Netherlands;-;-;0;0;0;0.6;0;0;2007-10-06T13:28:20.000Z;;0;0;159692;0,7411;17;719672;0;0;1;0;0;0;0;0;https://osu.ppy.sh/users/749/osu
754;justin901106;Hong Kong;-;-;0;18;0;7;0;0;2007-10-06T15:17:54.000Z;;0;0;11507568;0,9448;373;41707098;17895;339;2;0;0;0;7;16;https://osu.ppy.sh/users/754/osu
782;Junixx_old;United States;-;-;0;13;0;2;0;0;2007-10-06T18:06:32.000Z;;0;0;6066248;0,8632;95;14634714;11246;385;0;0;0;0;1;4;https://osu.ppy.sh/users/782/osu
792;NelsonJ_old;United States;-;-;0;6;0;2;1;0;2007-10-07T01:00:42.000Z;;0;0;1080464;0,6624;50;1706850;1638;109;0;0;0;0;0;1;https://osu.ppy.sh/users/792/osu
813;Jdbye;Norway;-;-;0;34;3;35;8;0;2007-10-07T10:31:29.000Z;;8;0;172896538;0,902;1181;276473426;119785;346;0;0;1;0;18;100;https://osu.ppy.sh/users/813/osu
819;Loginer;Sweden;-;-;0;28;0;57;57;3;2007-10-07T11:53:32.000Z;;3459;0;76705961;0,8988;1585;146349405;160043;0;20;0;4;0;29;102;https://osu.ppy.sh/users/819/osu
825;javiersilva57;Chile;-;-;0;15;5;4;1;0;2007-10-07T16:22:39.000Z;;0;0;8976648;0,828;178;21748856;13189;190;2;0;0;0;0;4;https://osu.ppy.sh/users/825/osu
827;Ivalset;United States;-;-;0;95;6;331;222;8;2007-10-07T19:04:33.000Z;;1522;0;1696930637;0,982;9155;7298800482;128692;0;3368;2;14;11;240;194;https://osu.ppy.sh/users/827/osu
828;Easy_D_old;Sweden;-;-;0;0;0;0.65;0;0;2007-10-07T19:19:26.000Z;;0;0;451386;0,7971;18;811916;1108;0;0;0;0;0;0;0;https://osu.ppy.sh/users/828/osu
835;wheeliedude;United States;-;-;0;8;0;2;0;0;2007-10-07T23:40:16.000Z;;12;0;1811196;0,89;56;4148264;212;0;1;0;0;0;0;2;https://osu.ppy.sh/users/835/osu
843;mothball_old;United States;-;-;0;63;6;97;0;0;2007-10-08T03:31:42.000Z;;3;0;403892008;0,9614;356;1691050068;668049;522;124;1;3;4;46;133;https://osu.ppy.sh/users/843/osu
847;tsanghw;Hong Kong;-;-;0;24;2;9;0;0;2007-10-08T08:23:05.000Z;Mouse;0;0;63824374;0,9531;323;93294532;39559;595;0;0;1;0;38;61;https://osu.ppy.sh/users/847/osu
857;KiraCatgirl;United States;-;-;0;22;0;12;8;4;2007-10-08T15:49:59.000Z;;42;0;25815800;0,8977;355;68574777;3467;201;34;0;0;0;3;19;https://osu.ppy.sh/users/857/osu
860;Krisbam;Norway;-;-;0;60;2;92;3;0;2007-10-08T16:51:34.000Z;;0;0;451572594;0,9698;4424;1431977617;504351;600;13;1;6;8;121;182;https://osu.ppy.sh/users/860/osu
868;RogerisVGP;United States;-;-;0;0;0;36;1;0;2007-10-08T20:24:09.000Z;;0;0;15834248;0,8974;1008;91913488;0;0;7;0;0;0;8;13;https://osu.ppy.sh/users/868/osu
869;Twi_old;United Kingdom;-;-;0;0;0;27;7;0;2007-10-08T21:48:36.000Z;;0;0;44258292;0,9353;744;224536120;0;0;285;0;3;1;14;15;https://osu.ppy.sh/users/869/osu
871;ShiningYoshi;United Kingdom;-;-;0;43;2;60;0;0;2007-10-08T22:15:45.000Z;;0;0;113364104;0,9139;1663;538672392;22319;155;13;0;1;1;17;42;https://osu.ppy.sh/users/871/osu
873;arukado_old;United States;-;-;0;4;0;0.2;0;0;2007-10-09T01:38:00.000Z;;0;0;99725;0,7536;9;375196;627;69;6;0;0;0;0;1;https://osu.ppy.sh/users/873/osu
876;Megmog_old;Australia;-;-;0;0;0;4;0;0;2007-10-09T02:08:56.000Z;;0;0;3758426;0,8997;123;8574852;0;0;11;0;0;0;4;3;https://osu.ppy.sh/users/876/osu
877;luelinks;United States;-;-;0;10;0;7;1;0;2007-10-09T02:52:49.000Z;;0;0;3112925;0,7353;226;6795178;135;129;7;0;0;0;0;3;https://osu.ppy.sh/users/877/osu
889;Xenochria;United Kingdom;-;-;0;25;1;6;3;0;2007-10-09T13:19:35.000Z;Keyboard, Tablet;4;0;64242468;0,8931;243;105546516;43892;628;0;0;0;0;6;30;https://osu.ppy.sh/users/889/osu
900;Tonu_old;Finland;-;-;0;0;0;1.0;1;0;2007-10-09T19:33:13.000Z;Mouse;0;0;780244;0,8921;28;7293766;0;0;1;0;0;0;0;0;https://osu.ppy.sh/users/900/osu
904;Donryu;Canada;-;-;0;0;0;4;2;3;2007-10-09T22:55:55.000Z;;26;0;20444906;0,9135;112;40865205;0;0;3;0;0;0;5;9;https://osu.ppy.sh/users/904/osu
906;16bit_old;Denmark;-;-;0;0;0;2;0;0;2007-10-09T23:02:18.000Z;;0;0;6443752;0,8348;50;10884180;0;0;4;0;0;0;0;5;https://osu.ppy.sh/users/906/osu
909;Azimuth_old;Poland;-;-;0;0;0;2;0;0;2007-10-09T23:34:20.000Z;;0;0;715876;0,7787;50;4524058;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/909/osu
912;VGJunky;United States;-;-;0;0;0;0.0;0;0;2007-10-10T00:27:27.000Z;;0;0;288928;0,7087;0;0;0;0;1;0;0;0;0;0;https://osu.ppy.sh/users/912/osu
914;Stu L Tissimus;United States;-;-;0;0;0;2;0;0;2007-10-10T01:22:04.000Z;;1;0;1947853;0,7916;66;5872841;0;0;6;0;0;0;0;2;https://osu.ppy.sh/users/914/osu
926;Reizoku_old;United States;-;-;0;0;0;5;0;0;2007-10-11T07:26:49.000Z;;0;0;1539840;0,7989;131;13444428;0;0;2;0;0;0;0;1;https://osu.ppy.sh/users/926/osu
927;ZuMpAwAyZii;Thailand;-;-;0;0;0;0.6;0;0;2007-10-11T08:33:55.000Z;;0;0;27362;0,4949;17;1441922;0;0;1;0;0;0;0;0;https://osu.ppy.sh/users/927/osu
929;White_old;United Kingdom;-;-;0;0;0;53;4;0;2007-10-11T10:03:04.000Z;;4;0;74811702;0,9141;1457;462777434;0;0;555;0;2;0;12;19;https://osu.ppy.sh/users/929/osu
932;Kazearashi_old;Singapore;-;-;0;0;0;21;0;0;2007-10-11T18:02:54.000Z;;7;0;29907584;0,9161;578;119084648;0;0;6;0;0;0;11;12;https://osu.ppy.sh/users/932/osu
946;GuardianHX;Canada;-;-;0;23;6;10;8;3;2007-10-12T22:22:20.000Z;;117;0;53774896;0,9307;328;86374927;11902;682;0;0;2;0;13;37;https://osu.ppy.sh/users/946/osu
948;Agent Thunderhawk;United States;-;-;0;0;0;3;3;0;2007-10-12T23:48:22.000Z;;3;0;2275820;0,8757;81;5973318;0;0;489;0;0;0;3;3;https://osu.ppy.sh/users/948/osu
950;Kyon_old;Chile;-;-;0;0;0;1.25;0;0;2007-10-13T01:36:16.000Z;;0;0;110944;0,6533;35;660218;0;0;3;0;0;0;0;0;https://osu.ppy.sh/users/950/osu
951;MegaManEXE;United States;-;-;0;100;14;819;156;10;2007-10-13T02:10:38.000Z;Mouse, Keyboard, Tablet, Touch Screen;710;0;10311741551;0,9893;34461;33824751095;4454137;2184;1575;12;195;21;2019;244;https://osu.ppy.sh/users/951/osu
954;Odie_old;Australia;-;-;0;24;0;14;0;0;2007-10-13T09:27:04.000Z;;0;0;25407986;0,9037;388;90578190;521;0;1;0;0;0;7;14;https://osu.ppy.sh/users/954/osu
956;Karsh_old;United States;-;-;0;0;0;5;1;0;2007-10-13T15:04:15.000Z;Mouse, Keyboard;10;0;29733304;0,8723;132;40192308;139;0;1;0;0;0;3;16;https://osu.ppy.sh/users/956/osu
957;himshunchung;Hong Kong;-;-;0;18;0;5;0;0;2007-10-13T15:25:50.000Z;;1;0;24184706;0,8915;228;43328192;9811;395;0;0;0;0;2;18;https://osu.ppy.sh/users/957/osu
958;ebaproman;United States;-;-;0;0;0;7;0;0;2007-10-13T16:16:23.000Z;;12;0;2623171;0,7084;200;10548142;0;0;1;0;0;0;0;0;https://osu.ppy.sh/users/958/osu
962;Eagle1101;Canada;-;-;0;0;0;14;0;1;2007-10-13T21:26:23.000Z;;11;0;5387186;0,8005;386;15892733;0;0;7;0;0;0;1;0;https://osu.ppy.sh/users/962/osu
974;lifeisagame247;Sweden;-;-;0;0;0;1.47;0;0;2007-10-14T17:49:33.000Z;;0;0;740732;0,878;41;2102784;0;0;2;0;0;0;1;1;https://osu.ppy.sh/users/974/osu
975;rotaryengine;United States;-;-;0;30;0;36;0;0;2007-10-14T22:46:01.000Z;;3;0;47925600;0,9338;1004;185036644;149;64;1;0;2;0;15;45;https://osu.ppy.sh/users/975/osu
984;XSarustaX;United States;-;-;0;25;1;16;1;0;2007-10-16T02:33:04.000Z;;37;0;35401226;0,861;632;103085655;31234;441;0;0;0;0;3;11;https://osu.ppy.sh/users/984/osu
990;sexyosu;Hong Kong;-;-;0;0;0;0.6;1;0;2007-10-16T05:30:19.000Z;;0;0;0;0;17;3375;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/990/osu
993;merili_old;United States;-;-;0;0;0;3;0;0;2007-10-16T21:54:34.000Z;;0;0;4072814;0,869;73;8199762;0;0;0;0;0;0;1;4;https://osu.ppy.sh/users/993/osu
994;Eternal Berg;New Zealand;-;-;0;0;0;1.22;2;0;2007-10-16T22:51:05.000Z;;14;0;1788311;0,7852;34;2288809;439;0;0;0;0;0;0;1;https://osu.ppy.sh/users/994/osu
995;Pzykotikfreak;United States;-;-;0;0;0;2;0;0;2007-10-16T23:12:10.000Z;;0;0;1874660;0,7839;56;3056690;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/995/osu
998;Wirt_old;Russian Federation;-;-;0;0;0;4;2;0;2007-10-17T02:45:22.000Z;;0;0;10968180;0,8301;101;25611582;0;0;0;0;0;0;0;4;https://osu.ppy.sh/users/998/osu
1003;KirbyPink;Sweden;-;-;0;25;0;19;3;0;2007-10-17T14:33:58.000Z;;40;0;53114228;0,9196;541;107758693;5011;260;0;0;1;0;28;39;https://osu.ppy.sh/users/1003/osu
1004;Taco_old;United States;-;-;0;0;0;0.47;0;0;2007-10-17T15:01:01.000Z;;0;0;78326;0,6508;13;328522;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1004/osu
1006;DS-Deluxe;Germany;-;-;0;0;0;26;4;2;2007-10-17T16:58:53.000Z;;5;0;60681297;0,9085;730;145251156;86315;0;0;0;3;0;7;39;https://osu.ppy.sh/users/1006/osu
1007;Dark Deception_old;United States;-;-;0;19;0;27;7;0;2007-10-17T20:15:30.000Z;;417;0;10805039;0,9488;764;44023931;257;251;0;0;7;0;14;17;https://osu.ppy.sh/users/1007/osu
1009;Rednic_old;United Kingdom;-;-;0;7;0;2;1;0;2007-10-17T22:44:22.000Z;;0;0;1039196;0,8459;58;2869352;2484;0;0;0;0;0;2;0;https://osu.ppy.sh/users/1009/osu
1015;kachunray;Hong Kong;-;-;0;88;34;115;7;0;2007-10-18T08:17:08.000Z;Keyboard;0;0;1121584870;0,9698;8021;4621328284;1185667;1067;2;0;4;0;189;327;https://osu.ppy.sh/users/1015/osu
1017;nardii;Netherlands;-;-;0;56;8;109;3;0;2007-10-18T10:52:47.000Z;Mouse, Keyboard, Tablet, Touch Screen;271;0;483864490;0,9667;3251;1205815933;465981;452;4;0;3;4;71;222;https://osu.ppy.sh/users/1017/osu
1032;Trepis100;United States;-;-;0;67;3;92;0;0;2007-10-19T01:07:17.000Z;;0;0;455318700;0,9007;5449;2044507286;912629;756;0;0;0;0;15;107;https://osu.ppy.sh/users/1032/osu
1042;link2065_old;Canada;-;-;0;25;0;11;0;0;2007-10-19T01:16:26.000Z;;0;0;29336252;0,9118;319;101300262;39181;0;0;0;0;0;9;14;https://osu.ppy.sh/users/1042/osu
1043;Mo0_old;United States;-;-;0;7;0;1.3;0;0;2007-10-19T01:16:44.000Z;;0;0;775952;0,7762;63;3006200;1988;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1043/osu
1047;Dark-NESS;United States;719168;126666;117;94;21;146;1;0;2007-10-19T01:18:31.000Z;Mouse;0;0;1346843041;0,9737;6857;6513859701;1230874;1134;0;0;51;2;310;172;https://osu.ppy.sh/users/1047/osu
1062;gigabit77;Puerto Rico;-;-;0;14;2;6;0;0;2007-10-19T01:26:28.000Z;;0;0;10555597;0,8305;184;18848164;11268;214;0;0;0;0;0;6;https://osu.ppy.sh/users/1062/osu
1064;Maliciousman;United States;-;-;0;0;0;4;0;0;2007-10-19T01:28:09.000Z;;1;0;903117;0,672;103;3957879;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/1064/osu
1067;TECHSev;Canada;-;-;0;0;0;0.78;0;0;2007-10-19T01:29:20.000Z;;0;0;124152;0,4735;22;52216;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1067/osu
1070;MystikEkoez;United States;-;-;0;0;0;7;0;0;2007-10-19T01:33:02.000Z;;0;0;854672;0,744;204;11061977;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1070/osu
1079;LuigiHann;United States;-;-;0;66;17;136;342;34;2007-10-19T01:41:25.000Z;Mouse;4432;57;817212488;0,9663;4109;1895271062;651971;748;9;0;42;1;313;554;https://osu.ppy.sh/users/1079/osu
1087;Binome;Canada;816689;27649;968;55;5;85;2;0;2007-10-19T01:50:04.000Z;;7;0;515618679;0,9541;2455;1135902306;348555;653;0;0;4;0;89;192;https://osu.ppy.sh/users/1087/osu
1101;Nytemare457;United States;-;-;0;0;0;0.9;1;0;2007-10-19T02:05:13.000Z;;0;0;334124;0,623;25;590713;530;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1101/osu
1112;CrzyEagle;United States;-;-;0;37;7;27;1;0;2007-10-19T02:12:22.000Z;;0;0;134674389;0,974;1221;349802978;130213;573;0;0;3;0;64;100;https://osu.ppy.sh/users/1112/osu
1115;Roody_old;United States;-;-;0;0;0;2;0;0;2007-10-19T02:14:06.000Z;;0;0;2624290;0,8143;47;4403844;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/1115/osu
1127;atomike;Canada;-;-;0;0;0;2;0;0;2007-10-19T02:22:18.000Z;;0;0;642806;0,7186;53;2017688;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1127/osu
1131;Marzz_old;United States;-;-;0;4;0;0.65;0;0;2007-10-19T02:25:37.000Z;;0;0;32881;0,8682;18;464121;157;90;0;0;0;0;0;2;https://osu.ppy.sh/users/1131/osu
1136;rockmanphill;United States;-;-;0;5;0;1.23;0;0;2007-10-19T02:31:55.000Z;;0;0;433757;0,6631;39;998741;422;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1136/osu
1143;Tolrin;Canada;-;-;0;99;6;290;3;0;2007-10-19T02:38:34.000Z;Mouse;1;0;4444466708;0,9825;16081;18621361247;2330905;1132;9;0;27;0;652;171;https://osu.ppy.sh/users/1143/osu
1145;Redx508;United States;-;-;0;5;0;1.15;0;0;2007-10-19T02:39:43.000Z;;0;0;551852;0,7464;46;1141718;2119;18;0;0;0;0;0;0;https://osu.ppy.sh/users/1145/osu
1150;maxtypezero;United States;-;-;0;0;0;1.43;0;0;2007-10-19T02:44:33.000Z;;0;0;2637924;0,7946;40;4518820;3472;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1150/osu
1154;Drummerdude85;United States;-;-;0;0;0;0.68;0;0;2007-10-19T02:47:16.000Z;;0;0;530144;0,8672;19;1058464;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1154/osu
1156;deathneo_old;United States;-;-;0;7;0;0.5;0;0;2007-10-19T02:48:10.000Z;;0;0;1312974;0,767;38;2271076;2574;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1156/osu
1168;superkcross;United States;-;-;0;32;0;45;0;0;2007-10-19T03:06:27.000Z;;0;0;27933893;0,8983;126;232133673;1663;0;3;0;2;0;11;6;https://osu.ppy.sh/users/1168/osu
1186;kaleph_old;Brazil;-;-;0;0;0;11;0;0;2007-10-19T03:18:35.000Z;;0;0;17690924;0,8477;310;61369362;0;0;0;0;0;0;2;5;https://osu.ppy.sh/users/1186/osu
1197;chao1350;United States;-;-;0;9;1;2;0;0;2007-10-19T03:26:54.000Z;;0;0;3906649;0,7877;68;5224445;458;64;0;0;0;0;0;1;https://osu.ppy.sh/users/1197/osu
1207;pLuXxEl;Chile;-;-;0;0;0;3;0;0;2007-10-19T03:31:11.000Z;;0;0;5328678;0,8743;95;9965728;0;0;0;0;0;0;2;5;https://osu.ppy.sh/users/1207/osu
1216;EnigmaShadow;United States;-;-;0;3;1;0.23;0;0;2007-10-19T03:44:54.000Z;;0;0;213438;0,7836;16;330712;538;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1216/osu
1227;Kralos_old;Mexico;-;-;0;0;0;0.47;0;0;2007-10-19T03:54:38.000Z;;0;0;46677;0,8269;13;911931;603;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1227/osu
1230;rsee2k3;United States;-;-;0;7;0;0.82;0;0;2007-10-19T03:55:24.000Z;;0;0;1293510;0,7951;46;2272341;3718;186;0;0;0;0;0;1;https://osu.ppy.sh/users/1230/osu
1256;Moka_old_1;United States;-;-;0;8;4;0.93;4;0;2007-10-19T04:18:53.000Z;Mouse;0;0;3279213;0,8705;27;3568883;1932;258;0;0;0;0;0;5;https://osu.ppy.sh/users/1256/osu
1258;bloodcot;United States;-;-;0;22;1;9;1;0;2007-10-19T04:19:37.000Z;;0;0;14115924;0,8234;278;75312755;50372;243;1;0;0;0;2;5;https://osu.ppy.sh/users/1258/osu
1264;Shiranui_old;Israel;-;-;0;0;0;1.08;0;0;2007-10-19T04:25:12.000Z;;0;0;163212;0,8544;30;90802;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1264/osu
1272;DimensionWarped;United States;-;-;0;48;10;91;0;0;2007-10-19T04:32:33.000Z;;6;0;192743299;0,9507;3227;729972979;234944;608;0;0;2;1;31;85;https://osu.ppy.sh/users/1272/osu
1273;serika_old;United States;-;-;0;10;0;0.58;0;0;2007-10-19T04:35:23.000Z;;0;0;1761644;0,9009;38;8133346;4785;209;0;0;0;0;0;2;https://osu.ppy.sh/users/1273/osu
1276;Vaniii_old;United States;-;-;0;0;0;9;0;0;2007-10-19T04:35:56.000Z;;1;0;6436689;0,7189;242;77238784;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/1276/osu
1284;explorer_old;United States;-;-;0;27;0;25;0;0;2007-10-19T04:49:17.000Z;;0;0;57746392;0,927;703;133304386;16587;100;0;0;0;0;18;37;https://osu.ppy.sh/users/1284/osu
1285;kaktheinfected;United States;-;-;0;0;0;2;0;0;2007-10-19T04:50:24.000Z;;0;0;3079138;0,9183;60;11823754;0;0;0;0;0;0;2;3;https://osu.ppy.sh/users/1285/osu
1288;bboy1up;Canada;-;-;0;0;0;0.75;0;0;2007-10-19T04:51:53.000Z;;0;0;553028;0,7073;21;892718;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/1288/osu
